 120.00000    0.00003  360.00000 511400000000.00000 102280.00000 17899000.00000  255.70000   94.60900 25570000.00000 15342.00000 37076500000.00000 5114000.00000    0.00469   77.22140    0.00000   13.14298   11.25080  217.34500  920.52000    3.65651    1.53420   18.46154    0.09103    0.08949    2.00980 388664000000.00000   23.01300    0.18206    0.00051    0.00032    0.00112    0.00000    0.00000
 110.00000    0.00007  240.00000 2144000000000.00000 600320.00000 128640000.00000 107200.00000  523.13600 72038400.00000 203680.00000 257280000000.00000 17109120.00000    0.12285  340.89600    0.00000   56.60160   25.51360  911.20000 3859.20000   15.32960    6.43200   80.40000    0.38806    0.42451    9.02624 1650880000000.00000  101.84000    0.77613    0.20497    0.00139    0.00482    0.00000    0.00000
 100.00000    0.00032  195.10000 11890000000000.00000 4756000.00000 2318550000.00000 4756000.00000 3947.48000 200941000.00000 1426800.00000 1902400000000.00000 24731200.00000    4.25662 2021.30000    0.00002  324.59700  531.48300 5053.25000 21402.00000   85.01350   35.67000  467.27700    2.19965    2.73470   54.21840 9238529999999.99805  594.50000    4.38741   80.37640    0.00797    0.02770    0.00000  118.90000
  90.00000    0.00184  186.90000 71360000000000.00000 60656000.00000 22121600000.00000 49952000.00000 33610.56000 416742400.00000 9990400.00000 13558400000000.00000 15199680.00000  159.84640 13058.88000    0.00012 2026.62400 107753.60000 30328.00000 128448.00000  510.22400  214.08000 2968.57600   13.48704   19.69536  360.36800 55660799999999.99219 3746.40000   26.97408 30756.16000    0.04952    0.17340    0.00000 6993.28000
  80.00000    0.01050  198.60000 383200000000000.00000 785560000.00000 125689600000.00000 114960000.00000 270539.20000 574800000.00000 57480000.00000 80088800000000.00000 10269760.00000 5096.56000 77406.40000    0.00078 11534.32000 4330160.00000 162860.00000 689760.00000 2739.88000 1149.60000 17205.68000   74.72400  135.26960 2214.89600 299279199999999.93750 21076.00000  149.06480 766400.00000    0.27705    0.98099    0.00000 574800.00000
  75.00000    0.02400  208.40000 834700000000000.00000 2362201000.00000 275451000000.00000 208675000.00000 742048.30000 531703900.00000 125205000.00000 174452300000000.00000 13438670.00000 23622.01000 179460.50000    0.00189 26042.64000 9348640.00000 354747.50000 1502460.00000 5968.10500 2504.10000 39397.84000  165.27060  347.23520 5283.65100 651900699999999.87500 46910.14000  330.54120 934864.00000    0.61768    2.22030    0.00001 1168580.00000
  70.00000    0.05220  219.60000 1723000000000000.00000 6030500000.00000 568590000000.00000 516900000.00000 1981450.00000 527238000.00000 258450000.00000 360107000000000.00000 19814500.00000 74433.60000 398013.00000    0.00443 56342.10000 12388370.00000 732275.00000 3101400.00000 12319.45000 5169.00000 86839.20000  349.76900  885.62200 12250.53000 1345662999999999.75000 99072.50000  697.81500 649571.00000    1.30948    4.80717    0.00002 999340.00000
  65.00000    0.10900  233.30000 3386000000000000.00000 14221200000.00000 1117380000000.00000 2370200000.00000 5112860.00000 629796000.00000 507900000.00000 707674000000000.00000 34875800.00000 173024.60000 856658.00000    0.01016 118171.40000 12663640.00000 1439050.00000 6094800.00000 24209.90000 10158.00000 186907.20000  704.28800 2322.79600 28239.24000 2644465999999999.50000 199096.80000 1411.96200 426636.00000    2.65124   10.09028    0.00003 1151240.00000
  60.00000    0.21900  247.00000 6426000000000000.00000 30523500000.00000 2120580000000.00000 7068600000.00000 13237560.00000 687582000.00000 963900000.00000 1343034000000000.00000 64902600.00000 330939.00000 1831410.00000    0.02352 246758.40000 11309760.00000 2731050.00000 11566800.00000 45945.90000 19278.00000 404838.00000 1388.01600 6747.30000 67473.00000 5018705999999999.00000 386845.20000 2776.03200 337365.00000    5.20506   21.07728    0.00006 1735020.00000
  55.00000    0.42500  260.80000 11810000000000000.00000 60230999999.99999 3897300000000.00000 21258000000.00000 35430000.00000 784184000.00000 1948650000.00000 2468290000000000.00000 119281000.00000 542079.00000 4003590.00000    0.05669 525545.00000 11254930.00000 5019250.00000 21258000.00000 84441.50000 35430.00000 908189.00000 2692.68000 23620.00000 177150.00000 9223610000000000.00000 733401.00000 5385.36000 427522.00000    9.95583   44.75990    0.00012 2716300.00000
