  70.00000    0.05220  219.60000 1723000000000000.00000 6030500000.00000 568590000000.00000 516900000.00000 1981450.00000 527238000.00000 258450000.00000 360107000000000.00000 19814500.00000 74433.60000 398013.00000    0.00443 56342.10000 12388370.00000 732275.00000 3101400.00000 12319.45000 5169.00000 86839.20000  349.76900  885.62200 12250.53000 1345662999999999.75000 99072.50000  697.81500 649571.00000    1.30948    4.80717    0.00002 999340.00000
  60.00000    0.21900  247.00000 6426000000000000.00000 30523500000.00000 2120580000000.00000 7068600000.00000 13237560.00000 687582000.00000 963900000.00000 1343034000000000.00000 64902600.00000 330939.00000 1831410.00000    0.02352 246758.40000 11309760.00000 2731050.00000 11566800.00000 45945.90000 19278.00000 404838.00000 1388.01600 6747.30000 67473.00000 5018705999999999.00000 386845.20000 2776.03200 337365.00000    5.20506   21.07728    0.00006 1735020.00000
  50.00000    0.79800  270.70000 21360000000000000.00000 111499199999.99998 7048800000000.00000 66216000000.00000 101460000.00000 982560000.00000 4485600000.00000 4464240000000000.00000 220008000.00000 760416.00000 9462480.00000    0.15230 1185480.00000 14418000.00000 9078000.00000 38448000.00000 152510.40000 64080.00000 2221440.00000 5275.92000 108936.00000 540408.00000 16682159999999998.00000 1373448.00000 10551.84000 743328.00000   18.86088  101.24640    0.00021 4272000.00000
  40.00000    2.87000  250.40000 83100000000000000.00000 417993000000.00000 27423000000000.00000 606630000000.00000 3747810000.00000 2077500000.00000 46868399999.99999 17367900000000000.00000 930720000.00000 1130160.00000 334893000.00000   24.43140 44292300.00000 23683500.00000 32824500.00000 144594000.00000 408021.00000 249300.00000 49444500.00000 55760.10000 8559300.00000 20608800.00000 64901099999999992.00000 6340530.00000 109692.00000 5293470.00000   98.05800 4479.09000    0.00083 8143800.00000
  30.00000   12.00000  226.50000 383000000000000000.00000 1807760000000.00000 126390000000000.00000 2508649999999.99951 54385999999.99999 6549300000.00000 350062000000.00000 80047000000000000.00000 938350000.00000 5132200.00000 2359280000.00000 2432.05000 1432420000.00000 4481100.00000 108389000.00000 378404000.00000 727700.00000 1149000.00000 70855000.00000 11336800.00000 33435900.00000 93835000.00000 299123000000000000.00000 37265900.00000 18077600.00000 52088000.00000  965.16000 819620.00000    0.00383 11107000.00000
  25.00000   25.50000  221.60000 833700000000000000.00000 3693291000000.00000 275121000000000.00000 4268544000000.00000 146731200000.00000 12505500000.00000 875384999999.99988 174243300000000000.00000 571084500.00000 14589750.00000 3118038000.00000 10254.51000 4677057000.00000 1817466.00000 151733400.00000 542738700.00000 1425627.00000 2501100.00000 33097890.00000 90039600.00000 48521340.00000 109214700.00000 651119699999999872.00000 94208100.00000 159236700.00000 51689400.00000 7094.78700 10171140.00000    0.00834 5585790.00000
  20.00000   55.30000  216.70000 1849000000000000000.00000 7211100000000.00000 610170000000000.00000 4770420000000.00000 436363999999.99994 24591700000.00000 2625580000000.00000 386441000000000000.00000 471495000.00000 58983100.00000 2570110000.00000 44560.90000 7765800000.00000 399384.00000 106687300.00000 904161000.00000 3143300.00000 5547000.00000 8579360.00000 445609000.00000 63420700.00000 56764300.00000 1444068999999999744.00000 253313000.00000 682281000.00000 6804320.00000 573190.00000 111124900.00000    0.01849 1775040.00000
  15.00000  121.00000  216.70000 4050000000000000000.00000 20250000000000.00000 1336500000000000.00000 2632500000000.00000 1190699999999.99976 159569999999.99997 6520500000000.00000 846450000000000000.00000 1146150000.00000 232875000.00000 692550000.00000 1810350.00000 1830600000.00000 273375.00000 28714500.00000 660150000.00000 6885000.00000 12150000.00000 720900.00000 1725300000.00000 146610000.00000 27783000.00000 3163049999999999488.00000 627750000.00000 2037150000.00000 17010000.00000 18306000.00000 1356750000.00000    0.04050 688500.00000
  10.00000  265.00000  223.30000 8602000000000000000.00000 602140000000000.00000 2838660000000000.00000 1126862000000.00000 2735436000000.00000 856759199999.99988 14451359999999.99805 1797818000000000000.00000 2580600000.00000 523001600.00000 204727600.00000 174620600.00000 1496748000.00000 402573.60000 5651514.00000 488593600.00000 14623400.00000 25806000.00000 104084.20000 4455836000.00000 312252600.00000 37332680.00000 6718161999999998976.00000 1376320000.00000 5057976000.00000 498055800.00000 195265400.00000 13591160000.00000    0.08602 4645080.00000
   8.00000  356.00000  236.20000 10940000000000000000.00000 4014979999999999.50000 3610200000000000.00000 653118000000.00000 3500800000000.00000 1301860000000.00000 18597999999999.99609 2286460000000000000.00000 3282000000.00000 788774000.00000 251620000.00000 708912000.00000 1520660000.00000 486830.00000 2636540.00000 1089624000.00000 18598000.00000 32820000.00000 110494.00000 5820080000.00000 548094000.00000 51418000.00000 8544139999999998976.00000 1750400000.00000 6542120000.00000 1345620000.00000 278970000.00000 19582600000.00000    0.10940 17504000.00000
