  40.00000    2.87100  250.40000 83100000000000000.00000 417993000000.00000 27423000000000.00000 606630000000.00000 3747810000.00000 2077500000.00000 46868399999.99999 17367900000000000.00000 930720000.00000 1130160.00000 334893000.00000   24.43140 44292300.00000 23683500.00000 32824500.00000 144594000.00000 408021.00000 249300.00000 49444500.00000 55760.10000 8559300.00000 20608800.00000 64901099999999992.00000 6340530.00000 109692.00000 5293470.00000   98.05800 4479.09000    0.00083 8143800.00000
  39.00000    3.32690  247.40000 97470000000000000.00000 487349999999.99994 32165100000000.00000 731024999999.99988 5243886000.00000 2329533000.00000 58774410000.00000 20371230000000000.00000 1023435000.00000 1267110.00000 479552400.00000   53.31609 68911290.00000 23295330.00000 37623420.00000 167648400.00000 430817.40000 292410.00000 58482000.00000 101368.80000 10429290.00000 26316900.00000 76124069999999984.00000 7592913.00000 194940.00000 7047081.00000  120.86280 8372.67300    0.00097 8928252.00000
  38.00000    3.85518  244.40000 114300000000000000.00000 568071000000.00000 37719000000000.00000 880109999999.99988 7155180000.00000 2606040000.00000 73380600000.00000 23888700000000000.00000 1109853000.00000 1417320.00000 664083000.00000   91.44000 100698300.00000 22059900.00000 43091100.00000 194310000.00000 449199.00000 342900.00000 69151500.00000 161163.00000 12687300.00000 33489900.00000 89268299999999984.00000 9075420.00000 307467.00000 9235440.00000  147.44700 13487.40000    0.00114 9738360.00000
  37.00000    4.42906  241.62000 132800000000000000.00000 656032000000.00000 43824000000000.00000 1037168000000.00000 9574880000.00000 2895040000.00000 90171200000.00000 27755200000000000.00000 1181920000.00000 1593600.00000 857888000.00000  146.08000 146080000.00000 20318400.00000 48737600.00000 221776000.00000 467456.00000 398400.00000 77953600.00000 284192.00000 15006400.00000 40769600.00000 103716799999999984.00000 10770080.00000 516592.00000 12044960.00000  180.60800 23372.80000    0.00133 10517760.00000
  36.00000    5.04474  239.06000 152900000000000000.00000 752267999999.99988 50457000000000.00000 1195678000000.00000 12598960000.00000 3195610000.00000 108864799999.99998 31956100000000000.00000 1226258000.00000 1804220.00000 1050423000.00000  223.23400 209473000.00000 18042200.00000 54738200.00000 247698000.00000 484693.00000 458700.00000 83789200.00000 493867.00000 17124800.00000 48010600.00000 119414899999999984.00000 12660120.00000 859298.00000 15595800.00000  220.17600 39601.10000    0.00153 11253440.00000
  35.00000    5.74600  236.50000 176100000000000000.00000 862890000000.00012 58113000000000.00000 1380624000000.00000 16324470000.00000 3539610000.00000 131370599999.99998 36804900000000000.00000 1257354000.00000 2042760.00000 1282008000.00000  320.50200 288804000.00000 14704350.00000 61282800.00000 276477000.00000 496602.00000 528300.00000 89458800.00000 758991.00000 19547100.00000 56528100.00000 137534099999999984.00000 14898060.00000 1294335.00000 19899300.00000  267.67200 60226.20000    0.00176 11974800.00000
  34.00000    6.56255  233.90000 203400000000000000.00000 990558000000.00000 67122000000000.00000 1556010000000.00000 20746800000.00000 3966300000.00000 158652000000.00000 42510600000000000.00000 1240740000.00000 2400120.00000 1474650000.00000  520.70400 410868000.00000 12956580.00000 68545800.00000 294930000.00000 528840.00000 610200.00000 91123200.00000 1511262.00000 21763800.00000 63257400.00000 158855399999999968.00000 17675460.00000 2359440.00000 24814800.00000  337.64400 110853.00000    0.00203 11878560.00000
  33.00000    7.49513  231.30000 234900000000000000.00000 1136915999999.99976 77517000000000.00000 1752354000000.00000 26073900000.00000 4416120000.00000 190973699999.99997 49094100000000000.00000 1186245000.00000 2818800.00000 1695978000.00000  777.51900 563760000.00000 10312110.00000 76577400.00000 314766000.00000 556713.00000 704700.00000 90906300.00000 2466450.00000 24194700.00000 70704900.00000 183456899999999968.00000 20953080.00000 3711420.00000 30771900.00000  420.47100 175705.20000    0.00235 11463120.00000
  32.00000    8.68010  229.30000 274400000000000000.00000 1317120000000.00000 90552000000000.00000 1978424000000.00000 33202400000.00000 4994080000.00000 232416799999.99997 57349600000000000.00000 1127784000.00000 3402560.00000 1920800000.00000 1155.22400 773808000.00000 8094800.00000 85887200.00000 334768000.00000 600936.00000 823200.00000 88631200.00000 4280640.00000 26973520.00000 78478400.00000 214306399999999968.00000 25189920.00000 6530720.00000 37318400.00000  546.05600 304584.00000    0.00274 11250400.00000
  31.00000   10.19320  227.90000 324200000000000000.00000 1543191999999.99976 106986000000000.00000 2230496000000.00000 42794400000.00000 5738340000.00000 285296000000.00000 67757800000000000.00000 1063376000.00000 4182180.00000 2133236000.00000 1711.77600 1063376000.00000 6678520.00000 96611600.00000 356620000.00000 661368.00000 972600.00000 82346800.00000 7326920.00000 30085760.00000 85913000.00000 253200199999999968.00000 30636900.00000 11509100.00000 44091200.00000  732.69200 525204.00000    0.00324 11347000.00000
  30.00000   11.97000  226.50000 383000000000000000.00000 1807760000000.00000 126390000000000.00000 2508649999999.99951 54385999999.99999 6549300000.00000 350062000000.00000 80047000000000000.00000 938350000.00000 5132200.00000 2359280000.00000 2432.05000 1432420000.00000 4481100.00000 108389000.00000 378404000.00000 727700.00000 1149000.00000 70855000.00000 11336800.00000 33435900.00000 93835000.00000 299123000000000000.00000 37265900.00000 18077600.00000 52088000.00000  965.16000 819620.00000    0.00383 11107000.00000
